IssueID,Title,Description,Title_Description,PullRequestID,FixedByID,RepoID
7551,"Provide guidance in VS 2015 about applying ""sdk"": ""version"" in global.json","We should add guidance to help users when a newer .NET CLI is on the path that does not support project.json. I expect that project.json and I will be with us for a long while as not everyone will upgrade overnight.

Clearly, this would require servicing VS 2015 tooling which we likely wouldn't do just for this issue. However, if we *do* choose to service VS 2015 tooling, we should consider doing this at the same time.



","Provide guidance in VS 2015 about applying ""sdk"": ""version"" in global.json  We should add guidance to help users when a newer .NET CLI is on the path that does not support project.json. I expect that project.json and I will be with us for a long while as",3506,jkoritzinsky,sdk
7573,"dotnet migrate should fail to migrate projects that have ""shared"" properties in their project.json.","## Steps to reproduce
- git clone git@github.com:aspnet/Mvc.git
- git checkout 305748a800bf00573e602905712045cc0bdfd267
- dotnet migrate

## Expected  behavior
- Migration should fail due to [some projects](https://github.com/aspnet/Mvc/blob/305748a800bf00573e602905712045cc0bdfd267/test/Microsoft.AspNetCore.Mvc.TestDiagnosticListener.Sources/project.json#L2) relying on the shared: *.cs behavior of `Microsoft.AspNetCore.Mvc.TestDiagnosticListener.Sources`

## Actual behavior
- Migration succeeds but attempting to build any project that depended on `Microsoft.AspNetCore.Mvc.TestDiagnosticListener.Sources` fails.

A better approach would be to fail at migrate time stating that the property is not supported.

## Environment data
`dotnet --info` output:
.NET Command Line Tools (1.0.0-rc4-004553)

Product Information:
 Version:            1.0.0-rc4-004553
 Commit SHA-1 hash:  6568113e34

Runtime Environment:
 OS Name:     Windows
 OS Version:  10.0.14393
 OS Platform: Windows
 RID:         win10-x64
 Base Path:   C:\Users\nimullen\AppData\Local\Microsoft\dotnet\sdk\1.0.0-rc4-004553




","dotnet migrate should fail to migrate projects that have ""shared"" properties in their project.json.  ## Steps to reproduce
- git clone git@github.com:aspnet/Mvc.git
- git checkout 305748a800bf00573e602905712045cc0bdfd267
- dotnet migrate

## Expected",3506,jkoritzinsky,sdk
3010,GenerateDepsFile no longer respects FilesToSkip from runtime packs,"- Runtime pack dependencies in deps.json and in the DependencyContext model have a ""runtimepack."" prefix prependend to the nuget package id (see https://github.com/dotnet/sdk/commit/16eddf3d635133c35f42974dcd491c8263066b37#diff-0723634e548f98293eebe3970b71e0ddR328).
- The heuristic in `GetPackageParts` gets the package id from the name of a nuspec in a parent directory:
 https://github.com/dotnet/sdk/blob/ab2176b3447e3e7820b5a340408110b6d498f907/src/Tasks/Common/NuGetUtils.cs#L48-L52

`GenerateDepsFile` uses `GetPackageParts` to build the list of packages with dependencies to remove. When it looks for files to trim from the dependency model, it doesn't match any of the dependencies that have the ""runtimepack."" prefix, so those files don't get skipped.
","GenerateDepsFile no longer respects FilesToSkip from runtime packs  - Runtime pack dependencies in deps.json and in the DependencyContext model have a ""runtimepack."" prefix prependend to the nuget package id (see https://github.com/dotnet/sdk/commit/16edd",3086,dsplaisted,sdk
361,Use LockFile.PackageFolders instead of NuGetPathContext when it is available,"In `Microsoft.NET.Build.Tasks.NuGetPackageResolver`, use `LockFile.PackageFolders` instead of `NuGetPathContext` when it is available.

From Justin:

> When resolving packages from a project.lock.json or project.assets.json file the folder paths given in the file should be used instead of NuGetPathContext.
> 
> ResolvePackageDependencies should pass the paths to FallbackPackagePathResolver here: https://github.com/NuGet/NuGet.Client/blob/dev/src/NuGet.Core/NuGet.Packaging/FallbackPackagePathResolver.cs#L26
> 
> Passing NuGetPathContext will re-evaluate the global packages folder path, and that may not match the folder used by restore if it was passed in on the command line to restore. The value in the assets file however will contain exactly what restore used.

When using NuGetPathContext, NuGet finds the paths to the global packages folder and fallback package folders by reading NuGet.Config, including the user wide NuGet.config. This could lead to errors for users running as a service or under a system account which doesn’t have a profile:

> C:\Users\dotnetcoretest2\.nuget\packages\microsoft.net.sdk\1.0.0-alpha-20161029-1\build\Microsoft.PackageDependencyResolution.targets(138,5): error MSB4018: The ""ResolvePackageDependencies"" task failed unexpectedly. 
> 
> C:\Users\dotnetcoretest2\.nuget\packages\microsoft.net.sdk\1.0.0-alpha-20161029-1\build\Microsoft.PackageDependencyResolution.targets(138,5): error MSB4018: NuGet.Configuration.NuGetConfigurationException: Failed to read NuGet.Config due to unauthorized access. Path: 'C:\WINDOWS\system32\config\systemprofile\AppData\Roaming\NuGet\NuGet.Config'. ---> System.UnauthorizedAccessException: Access to the path 'C:\WINDOWS\system32\config\systemprofile' is denied. ","Use LockFile.PackageFolders instead of NuGetPathContext when it is available  In `Microsoft.NET.Build.Tasks.NuGetPackageResolver`, use `LockFile.PackageFolders` instead of `NuGetPathContext` when it is available.

From Justin:

> When resolving packag",2929,nguerrera,sdk
2928,"Possible dead code handling null resolver, which doesn't appear to be possible","We create a resolver here:

https://github.com/dotnet/sdk/blob/f0a1246be1ebe11a88097ac3dd5736f0ad15b855/src/Tasks/Microsoft.NET.Build.Tasks/GetPackageDirectory.cs#L30

Which doesn't look like it can return null:

https://github.com/dotnet/sdk/blob/f0a1246be1ebe11a88097ac3dd5736f0ad15b855/src/Tasks/Microsoft.NET.Build.Tasks/NuGetPackageResolver.cs#L71-L82

But we check for null here:

https://github.com/dotnet/sdk/blob/f0a1246be1ebe11a88097ac3dd5736f0ad15b855/src/Tasks/Microsoft.NET.Build.Tasks/GetPackageDirectory.cs#L43-L45

@dsplaisted What's the origin of this comment. How can this be null in design time builds?

Is there something else we are supposed to be handling?","Possible dead code handling null resolver, which doesn't appear to be possible  We create a resolver here:

https://github.com/dotnet/sdk/blob/f0a1246be1ebe11a88097ac3dd5736f0ad15b855/src/Tasks/Microsoft.NET.Build.Tasks/GetPackageDirectory.cs#L30

Whi",2929,nguerrera,sdk
10666,Read default language for `dotnet new` from env var,"Read `DOTNET_NEW_PREFERRED_LANG` as default language for `dotnet new`.
If not set, the default continue to be `C#`

Currently to create F# projects, we need to specify `-lang f#` foreach `dotnet new` invocation.
It's really annoying, and atm `dotnet new` doesnt yet support set the preference property.

This option can be removed later, when `dotnet new` support set the default language (as normal config)

With this pr

```batch
set DOTNET_NEW_PREFERRED_LANG=F#
dotnet new console
dotnet new lib
```

/cc @cartermp

ref https://github.com/dotnet/sdk/issues/4224","Read default language for `dotnet new` from env var  Read `DOTNET_NEW_PREFERRED_LANG` as default language for `dotnet new`.
If not set, the default continue to be `C#`

Currently to create F# projects, we need to specify `-lang f#` foreach `dotnet new`",2887,dsplaisted,sdk
7342,"CLI does not include satellite assemblies for msbuild, roslyn, fsharp, nuget","We need to figure out how to distribute satellite assemblies for msbuild and Roslyn with CLI in order to get csc and msbuild output translated in addition to messages coming directly from the CLI. I don't know about msbuild yet, but for Roslyn, it appears that to date these satellite assemblies are packaged only in the VS language pack, but not in nuget packages.

## Steps to reproduce

* `dotnet msbuild` on French OS installed with French VS language pack:

## Expected  behavior
Like desktop msbuild, output is translated:

```
D:>msbuild /nologo /v:m
MSBUILD : error MSB1011: Spécifiez le fichier projet ou solution à utiliser car ce dossier en contient plusieurs.
```

## Actual behavior

Output is not translated:
```
D:\Src\sdk>dotnet msbuild /nologo /v:m
MSBUILD : error MSB1011: Specify which project or solution file to use because this folder contains more than one project or solution file.
```

## Environment data
```
.NET Command Line Tools (1.0.0-preview4-004215)

Product Information:
 Version:            1.0.0-preview4-004215
 Commit SHA-1 hash:  7a0d3e255a

Runtime Environment:
 OS Name:     Windows
 OS Version:  10.0.14393
 OS Platform: Windows
 RID:         win10-x64
 Base Path:   C:\Program Files\dotnet\sdk\1.0.0-preview4-004215
```","CLI does not include satellite assemblies for msbuild, roslyn, fsharp, nuget  We need to figure out how to distribute satellite assemblies for msbuild and Roslyn with CLI in order to get csc and msbuild output translated in addition to messages coming dir",2887,dsplaisted,sdk
2792,RuntimeFrameworkVersion for 3.0 apps,"Filing on behalf of @DamianEdwards @davidfowl 

It appears the RuntimeFrameworkVersion property is no longer honored in netcoreapp3.0 projects. If our recollection is correct, the plan was to use this property so customers could define the versions used by FrameworkReference. 

Open question: how to handle the difference between shared framework versions. After RTM, we should (in theory) always patch all in-box shared frameworks. But during per-release, however, these versions will rarely align. ","RuntimeFrameworkVersion for 3.0 apps  Filing on behalf of @DamianEdwards @davidfowl 

It appears the RuntimeFrameworkVersion property is no longer honored in netcoreapp3.0 projects. If our recollection is correct, the plan was to use this property so cu",2887,dsplaisted,sdk
1299,Very high memory consumption during build (4GB),"Apologies if this is not the right place. Please redirect me if you want me to put this info somewhere else.

/cc @rainersigwald 

**Repo Steps**:

clone https://github.com/aspnet/Mvc
run build.cmd

**dotnet --info**
```
.NET Command Line Tools (2.0.0-preview2-006215)

Product Information:
 Version:            2.0.0-preview2-006215
 Commit SHA-1 hash:  e67962b0de

Runtime Environment:
 OS Name:     Windows
 OS Version:  10.0.14393
 OS Platform: Windows
 RID:         win10-x64
 Base Path:   C:\Users\rynowak\.dotnet\x64\sdk\2.0.0-preview2-006215\

Microsoft .NET Core Shared Framework Host

  Version  : 2.0.0-preview1-002111-00
  Build    : 1ff021936263d492539399688f46fd3827169983
```

**Here's a dump**
![image](https://cloud.githubusercontent.com/assets/1430011/26758026/a30a9118-4886-11e7-9406-0818abafcf86.png)


[dotnet.zip](https://github.com/dotnet/sdk/files/1050051/dotnet.zip)
","Very high memory consumption during build (4GB)  Apologies if this is not the right place. Please redirect me if you want me to put this info somewhere else.

/cc @rainersigwald 

**Repo Steps**:

clone https://github.com/aspnet/Mvc
run build.cmd",2853,drewnoakes,sdk
3744,[release/3.0.1xx] Update dependencies from dotnet/core-setup,"This pull request updates the following dependencies

[marker]: <> (Begin:ee7760b1-2875-4869-d002-08d7114cdbad)
## From https://github.com/dotnet/core-setup
- **Build**: 20191011.02
- **Date Produced**: 10/11/2019 3:47 PM
- **Commit**: 19942e71998242599a0b6d4496066eaa38588af5
- **Branch**: refs/heads/release/3.0
- **Updates**:
  - **Microsoft.NET.HostModel** -> 3.0.1

[marker]: <> (End:ee7760b1-2875-4869-d002-08d7114cdbad)
","[release/3.0.1xx] Update dependencies from dotnet/core-setup  This pull request updates the following dependencies

[marker]: <> (Begin:ee7760b1-2875-4869-d002-08d7114cdbad)
## From https://github.com/dotnet/core-setup
- **Build**: 20191011.02
- **Da",2853,drewnoakes,sdk
3605,Block publishing in single C++ and building exe,"","Block publishing in single C++ and building exe  ",2853,drewnoakes,sdk
10124,dotnet build on Azure Function project results in unexpected output in bin folder,"Since a couple of days ago I am running into some problems when trying to build and publish my Azure Function on a buildserver. When I build and publish my function on my local machine, it works fine but on the build server I get a different result. I've tried different versions of the .NET SDK but that does not seem to matter. Any ideas?

## Steps to reproduce
- Create an Azure Function v2 project in Visual Studio
- dotnet build -c Release
- open bin/Release folder

## Expected  behavior
Folder with bin folder like this (this is the expected result I get on my local machine):
![functions2](https://user-images.githubusercontent.com/9202734/53008000-aefadd80-3438-11e9-8524-7938eab21906.PNG)

## Actual behavior
Folder with minimal files like this (this is the output on the build server):
![functions1](https://user-images.githubusercontent.com/9202734/53008003-b15d3780-3438-11e9-87a5-0016537deb4c.PNG)

## Environment data
`dotnet --info` output:

 Version:   2.2.103
 Commit:    8edbc2570a

Runtime Environment:
 OS Name:     Windows
 OS Version:  10.0.17134
 OS Platform: Windows
 RID:         win10-x64
 Base Path:   C:\Program Files\dotnet\sdk\2.2.103\

Host (useful for support):
  Version: 2.2.2
  Commit:  a4fd7b2c84

.NET Core SDKs installed:
  1.0.0-preview2-003131 [C:\Program Files\dotnet\sdk]
  1.0.0-preview2.1-003155 [C:\Program Files\dotnet\sdk]
  1.0.0 [C:\Program Files\dotnet\sdk]
  1.1.0 [C:\Program Files\dotnet\sdk]
  2.0.0 [C:\Program Files\dotnet\sdk]
  2.1.201 [C:\Program Files\dotnet\sdk]
  2.1.402 [C:\Program Files\dotnet\sdk]
  2.2.101 [C:\Program Files\dotnet\sdk]
  2.2.103 [C:\Program Files\dotnet\sdk]

.NET Core runtimes installed:
  Microsoft.AspNetCore.All 2.1.4 [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.All]
  Microsoft.AspNetCore.All 2.2.0 [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.All]
  Microsoft.AspNetCore.All 2.2.1 [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.All]
  Microsoft.AspNetCore.All 2.2.2 [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.All]
  Microsoft.AspNetCore.App 2.1.4 [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.App]
  Microsoft.AspNetCore.App 2.2.0 [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.App]
  Microsoft.AspNetCore.App 2.2.1 [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.App]
  Microsoft.AspNetCore.App 2.2.2 [C:\Program Files\dotnet\shared\Microsoft.AspNetCore.App]
  Microsoft.NETCore.App 1.0.1 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 1.0.4 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 1.0.5 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 1.1.0-preview1-001100-00 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 1.1.1 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 1.1.2 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 2.0.0 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 2.0.7 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 2.1.4 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 2.2.0 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 2.2.1 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]
  Microsoft.NETCore.App 2.2.2 [C:\Program Files\dotnet\shared\Microsoft.NETCore.App]

## Project File
```
<Project Sdk=""Microsoft.NET.Sdk"">
  <PropertyGroup>
    <TargetFramework>netstandard2.0</TargetFramework>
    <ProjectGuid>27415456-5db4-49ec-91d7-acb9303c6dec</ProjectGuid>
    <AzureFunctionsVersion>v2</AzureFunctionsVersion>
  </PropertyGroup>
  <ItemGroup>
    <PackageReference Include=""IdentityModel"" Version=""3.10.1"" />
    <PackageReference Include=""Microsoft.Azure.WebJobs.Extensions.SignalRService"" Version=""1.0.0-preview1-10002"" />
    <PackageReference Include=""Microsoft.NET.Sdk.Functions"" Version=""1.0.*"" />
  </ItemGroup>
  <ItemGroup>
    <None Update=""host.json"">
      <CopyToOutputDirectory>PreserveNewest</CopyToOutputDirectory>
    </None>
    <None Update=""local.settings.json"">
      <CopyToOutputDirectory>PreserveNewest</CopyToOutputDirectory>
      <CopyToPublishDirectory>Never</CopyToPublishDirectory>
    </None>
  </ItemGroup>
</Project>
```",dotnet build on Azure Function project results in unexpected output in bin folder  Since a couple of days ago I am running into some problems when trying to build and publish my Azure Function on a buildserver. When I build and publish my function on my l,2738,dsplaisted,sdk
